Player Name,Country,Gender,Matches Played,Innings,Runs,Balls Faced,Highest Score,Average,Strike Rate,Not Out,Fours,Sixes,Ducks,Fifties,Hundreads,Two Hundreads
Agnivesh Ayachi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tejas Baroka,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsingh Sanjay Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashav Panchal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Kamaruddin,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohit Rayudu,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anshuman Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palak Patel,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwaipayan Bhattacharjee,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitan Debbarma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Shirur,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sujit Lenka,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vishwajeet Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shourabh Khairwar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajkishan Patel,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debabrata Pradhan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Levy,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joydeep Banik,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijit Salvi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keon Harding,West Indies,Male,1,1,1,1,1,0,100,1,0,0,0,0,0,0
Vivek Borkar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipin Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aravind Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohit Dhruw,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pramod Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moner,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashish Parmod Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohit Handa,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishnakumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Fransisco,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irosh Samarasooriya,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambikeshwar Mishra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinayak Bhoir,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassius Burton,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Pennyfeather,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khary Pierre,West Indies,Male,6,5,48,64,21,24,75,3,5,1,0,0,0,0
R Cains,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suyash Prabhudessai,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clive Howard,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prayash Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasith Embuldeniya,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KD Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramasamy Venkatesh,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimuthu Samarakkody,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haroon Arshad,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adil Ameen,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Pascoe,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devang Bulsara,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth Harte,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabi Gul,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou Coulthard,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karandeep Singh,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amir Jangoo,West Indies,Male,5,5,153,166,104,38.25,92.17,1,6,5,1,0,1,0
Krishna Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Harding,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Lui,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taimour Mirza,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Poole,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siva charan singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mangala Jayasena,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehtisham Sultan,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sukhjit Singh,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niel Botha,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amit Rana,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fikri Makram,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Bohannon,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saeed Khan,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Lamb,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Thornton,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Grant,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahsan Ali,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Duraisingam,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwira Zazmie,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilip Nath,Nepal,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Spencer,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmad Faiz,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul Rashid,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suharril Fetri,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiedza Dhururu,Zimbabwe,Female,19,17,222,518,46,15.86,42.86,3,20,0,1,0,0,0
Shafiq Sharif,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhammad Wafiq,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wajid Shah,Hong Kong,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akteruzzaman Khan,Bangladesh,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waheeda Akhtar,Pakistan,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankit Soni,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipo Mugeri-Tiripano,Zimbabwe,Female,18,18,561,768,71,33,73.05,1,73,0,3,5,0,0
Aminuddin Ramly,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kainat Imtiaz,Pakistan,Female,19,13,134,308,24,11.17,43.51,1,11,0,1,0,0,0
Louise Little,Ireland,Female,11,9,26,56,10,3.25,46.43,1,3,0,2,0,0,0
Josh Tongue,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azmir Ahmed,Bangladesh,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Barton,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shukri Rahim,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sivanantha Krishnan,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhammad Usman,United Arab Emirates,Male,33,31,836,1072,102,30.96,77.99,4,75,19,2,4,1,0
Lara Maritz,Ireland,Female,5,5,37,92,25,7.4,40.22,0,3,0,0,0,0,0
Tom Sole,Scotland,Male,10,7,46,43,20,7.67,106.98,1,7,0,0,0,0,0
Nomvelo Sibanda,Zimbabwe,Female,20,13,108,234,33,10.8,46.16,3,6,0,1,0,0,0
Miles Richardson,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJ Tasman-Jones,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audrey Mazvishaya,Zimbabwe,Female,17,11,76,170,26,12.67,44.71,5,6,0,2,0,0,0
Nadine de Klerk,South Africa,Female,56,47,905,1063,84,25.14,85.14,11,87,18,7,3,0,0
Simi Singh,Ireland,Male,35,30,593,815,100,22.81,72.77,4,47,7,2,1,1,0
Reniece Boyce,West Indies,Female,6,6,42,127,14,7,33.08,0,4,0,0,0,0,0
Rachel Delaney,Ireland,Female,15,13,85,198,22,8.5,42.93,3,6,0,5,0,0,0
Matthew Potts,England,Male,11,6,45,62,15,45,72.59,5,1,1,0,0,0,0
Pavandeep Singh,Malaysia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aoife Beggs,Ireland,Female,3,2,0,2,0,0,0,1,0,0,1,0,0,0
Raisibe Ntozakhe,South Africa,Female,21,7,8,30,3,2,26.67,3,0,0,2,0,0,0
Darshan Nalkande,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Mokorosi,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Stokell,Ireland,Female,20,19,242,408,53,15.13,59.32,3,16,3,1,1,0,0
Zak Crawley,England,Male,8,8,199,205,58,28.43,97.08,1,23,2,3,2,0,0
Edward Byrom,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sophie MacMahon,Ireland,Female,14,9,108,126,42,13.5,85.72,1,11,0,0,0,0,0
Felicia Walters,West Indies,Female,2,2,16,48,9,8,33.34,0,1,0,0,0,0,0
Laura Boylan,Ireland,Female,4,4,57,118,25,19,48.31,1,6,0,0,0,0,0
Neil Laidlaw,Scotland,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Panayi,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Wiggins,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamidullah Qadri,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akeira Peters,West Indies,Female,6,5,6,31,4,1.2,19.36,0,0,0,3,0,0,0
R Kemming,Netherlands,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qiana Joseph,West Indies,Female,26,22,414,515,70,20.7,80.39,2,54,10,4,3,0,0
Fred Klaassen,Netherlands,Male,20,16,79,128,13,9.88,61.72,8,2,2,3,0,0,0
Amar Virdi,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Fazackerley,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey Jeet,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timil Patel,United States of America,Male,7,7,72,149,50,18,48.33,3,7,0,0,1,0,0
Oliver Robinson,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asad Zulfiqar,Netherlands,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amit Rawat,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mukesh K Choudhary,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saleem,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manoj Mahala,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Twohig,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amandeep,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rammohan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Patel,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gajanand Singh,West Indies,Male,32,32,985,1178,101,36.48,83.62,5,89,18,0,6,1,0
Roshon Primus,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prashant Solanki,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunus Ali,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijeet Tomar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajat Chaprwal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhisheak Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harjeet Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pankaj Katariya,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jagsimran Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ Akram,Netherlands,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Banks,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ummed Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankit Waliya,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Cullen,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Swindells,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himanshu Jangir,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaman Deep Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shubham Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankit Walia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Tiwari,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akhil Garg,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravi Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arafat Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jattin Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajveer Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akashdeep Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharif Hussian,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Mishra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayesh Nair,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandeep Soni,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shubham Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharif Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Tiwari,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shamshad Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azhruddin,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajay Beniwal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahesh Adhikari,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goni Khambey,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amar Soni,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinay Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhanraj Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajan Pratap,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shyam Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaditya Gardhwal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashok Budanyia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunil Soran,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishan Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishan Bansal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kesahv Didwaniya,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yogesh Jindal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Kothari,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amit Jaif,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorav Khatri,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rizwan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandan Choudhary,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajkumar Saini,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyan Prakash Prohit,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lala Ram,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismile Ahamad,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumit Raj,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemant Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaurav Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahendra Choudhary,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubal Tholyia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anirudh Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arvind Khijoryia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramniwas,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prabhash Joshi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aashish Saini,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gourav Mehra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohd Rijwan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aayush Totuka,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aayush Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aajim Akhtar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sailvin,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rakesh Sasodyia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankur Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovepreet,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kundan Gussar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manindar Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaranv Goutam,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohit Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Goswami,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akhil lamba,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanjeev Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pradeep Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandeep Saini,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehsaan Ali,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deepak Choudhary,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indraj Jangir,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorabh Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sourav Bharti,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manohar Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinku Phour,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaristh Singhwi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manoj Soni,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeep Singh Jangir,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vijay Chaudhary,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saif Ali Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deepak Serawat,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saorav Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shubham Patwal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhagwati,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sivagnanan Senthilnathan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaswinder Singh Sidhu,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Jangid,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilkant Machra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sachin Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dushyant Godara,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anuj Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rajawat,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohd Shafi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mani Bharathi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Ajith,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aashish Srikrishnan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satnam Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS Mokit Hariharan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Deeban Lingesh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manimaran Siddharth,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Jabez Moses,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Ravi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pradosh Ranjan Paul,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD Ashwin Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Prashid Akash,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranjit Saini,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS Sivaramakrishnan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gurpreet Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Chakaravarthy,India,Male,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Shikhar Hukku,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Rajan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aftabuddin,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C P Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranjeet Saini,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nivethan Radhakrishnan,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akash Malik,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pranav Mewal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giridhar Rathore,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giridhar Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasu Jangid,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azhruddin Sr,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sushil Singhnoiya,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murugan Ganesh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kannan Vignesh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhya Aroda,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Poiyamozhi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shubham Pareek,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vishal Tiwari,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakhan Bharti,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahesh Sain,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaditya Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Monokaran,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafi Zoya,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashfaq Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surya Prakash Suwalka,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinesh Bhati,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheerag Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnav Gautam,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushpendra Saini,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghanshyam,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venu Gopal God,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajan Partal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veer Abhimanyu,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damodar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagar Rawat,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharif,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ella Telford,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajveer Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum Brodrick,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravi Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasim Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajvinder Rulaniya,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ Kemming,Netherlands,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furkan Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U Baker,Netherlands,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Aravind,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Ganesh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rakesh Meena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy Higham,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
